#Parameters = {h=2; k=4.5; ld=25.9075; w3=2.835; w2=0.083; w1=3.28; w0=5.05; l3=8.25; l2=8.59; l1=8.09; l0=15.9; Mesh Pass=4}
#"Frequency / GHz"	"S1,1 (8) [Magnitude / dB]"
#---------------------------------------------
2.0000000000000	-6.2175804613910
2.0016000270844	-6.2216188315862
2.0032000541687	-6.2256405199728
2.0048000812531	-6.2296427822986
2.0064001083374	-6.2336269288620
2.0079998970032	-6.2375926311647
2.0095999240875	-6.2415391980437
2.0111999511719	-6.2454662889917
2.0127999782562	-6.2493762823010
2.0144000053406	-6.2532652354206
2.0160000324249	-6.2571354640484
2.0176000595093	-6.2609861192691
2.0192000865936	-6.2648169460437
2.0208001136780	-6.2686275986835
2.0223999023438	-6.2724182943232
2.0239999294281	-6.2761886938303
2.0255999565125	-6.2799406327275
2.0271999835968	-6.2836710621449
2.0288000106812	-6.2873806815995
2.0304000377655	-6.2910702655588
2.0320000648499	-6.2947399768735
2.0336000919342	-6.2983872274320
2.0352001190186	-6.3020154835030
2.0367999076843	-6.3056215938961
2.0383999347687	-6.3092084471649
2.0399999618530	-6.3127739141092
2.0415999889374	-6.3163166778758
2.0432000160217	-6.3198405602459
2.0448000431061	-6.3233429274725
2.0464000701904	-6.3268233661197
2.0480000972748	-6.3302831813855
2.0495998859406	-6.3337210900556
2.0511999130249	-6.3371380818792
2.0527999401093	-6.3405340364075
2.0543999671936	-6.3439089228019
2.0559999942780	-6.3472629572676
2.0576000213623	-6.3505946336936
2.0592000484467	-6.3539060411758
2.0608000755310	-6.3571956562852
2.0624001026154	-6.3604644573182
2.0639998912811	-6.3637116080087
2.0655999183655	-6.3669378946390
2.0671999454498	-6.3701428539070
2.0687999725342	-6.3733276115832
2.0703999996185	-6.3764903938610
2.0720000267029	-6.3796327142892
2.0736000537872	-6.3827547285446
2.0752000808716	-6.3858547620502
2.0768001079559	-6.3889348821454
2.0783998966217	-6.3919941812748
2.0799999237061	-6.3950322728203
2.0815999507904	-6.3980504467105
2.0831999778748	-6.4010485080382
2.0848000049591	-6.4040261540518
2.0864000320435	-6.4069831426204
2.0880000591278	-6.4099202807290
2.0896000862122	-6.4128380587900
2.0912001132965	-6.4157359740365
2.0927999019623	-6.4186147806778
2.0943999290466	-6.4214726092785
2.0959999561310	-6.4243112270868
2.0975999832153	-6.4271312577875
2.0992000102997	-6.4299330737052
2.1008000373840	-6.4327140891594
2.1024000644684	-6.4354772096762
2.1040000915527	-6.4382228954922
2.1056001186371	-6.4409483706833
2.1071999073029	-6.4436569187283
2.1087999343872	-6.4463475035971
2.1103999614716	-6.4490195303760
2.1119999885559	-6.4516749625947
2.1136000156403	-6.4543125788954
2.1152000427246	-6.4569323641140
2.1168000698090	-6.4595359325621
2.1184000968933	-6.4621233598630
2.1199998855591	-6.4646935361145
2.1215999126434	-6.4672477542235
2.1231999397278	-6.4697864251274
2.1247999668121	-6.4723075009636
2.1263999938965	-6.4748150997283
2.1280000209808	-6.4773069504812
2.1296000480652	-6.4797831635901
2.1312000751495	-6.4822462276997
2.1328001022339	-6.4846939945417
2.1343998908997	-6.4871272052997
2.1359999179840	-6.4895466769728
2.1375999450684	-6.4919535160264
2.1391999721527	-6.4943457958340
2.1407999992371	-6.4967248188581
2.1424000263214	-6.4990927361807
2.1440000534058	-6.5014483306165
2.1456000804901	-6.5037908472129
2.1472001075745	-6.5061219389947
2.1487998962402	-6.5084424126980
2.1503999233246	-6.5107512343969
2.1519999504089	-6.5130502887171
2.1535999774933	-6.5153372490657
2.1552000045776	-6.5176153037932
2.1568000316620	-6.5198837794560
2.1584000587463	-6.5221440607383
2.1600000858307	-6.5243939008820
2.1616001129150	-6.5266347393889
2.1631999015808	-6.5288680354861
2.1647999286652	-6.5310930958477
2.1663999557495	-6.5333119391443
2.1679999828339	-6.5355222785272
2.1696000099182	-6.5377276514262
2.1712000370026	-6.5399258180071
2.1728000640869	-6.5421170660505
2.1744000911713	-6.5443040220906
2.1760001182556	-6.5464862512566
2.1775999069214	-6.5486624440135
2.1791999340057	-6.5508352414826
2.1807999610901	-6.5530044869240
2.1823999881744	-6.5551692782561
2.1840000152588	-6.5573328787987
2.1856000423431	-6.5594926224322
2.1872000694275	-6.5616502933229
2.1888000965118	-6.5638053965271
2.1903998851776	-6.5659606927721
2.1919999122620	-6.5681146333047
2.1935999393463	-6.5702687953074
2.1951999664307	-6.5724219997567
2.1967999935150	-6.5745765972349
2.1984000205994	-6.5767318714174
2.2000000476837	-6.5788890270373
2.2016000747681	-6.5810470734102
2.2032001018524	-6.5832076456878
2.2047998905182	-6.5853718898185
2.2063999176025	-6.5875401778055
2.2079999446869	-6.5897097753746
2.2095999717712	-6.5918857751355
2.2111999988556	-6.5940662666186
2.2128000259399	-6.5962512966738
2.2144000530243	-6.5984424009885
2.2160000801086	-6.6006395801475
2.2176001071930	-6.6028441177137
2.2191998958588	-6.6050556579212
2.2207999229431	-6.6072747881560
2.2223999500275	-6.6095020275631
2.2239999771118	-6.6117382368132
2.2256000041962	-6.6139823019548
2.2272000312805	-6.6162380069657
2.2288000583649	-6.6185037172202
2.2304000854492	-6.6207795235757
2.2320001125336	-6.6230673558560
2.2335999011993	-6.6253666601402
2.2351999282837	-6.6276780020288
2.2367999553680	-6.6300017544422
2.2383999824524	-6.6323404502772
2.2400000095367	-6.6346927694928
2.2416000366211	-6.6370590562050
2.2432000637054	-6.6394399562003
2.2448000907898	-6.6418377701047
2.2464001178741	-6.6442499522641
2.2479999065399	-6.6466786807632
2.2495999336243	-6.6491257777296
2.2511999607086	-6.6515908002810
2.2527999877930	-6.6540725971191
2.2544000148773	-6.6565752140560
2.2560000419617	-6.6590956987873
2.2576000690460	-6.6616366082317
2.2592000961304	-6.6641987435489
2.2607998847961	-6.6667805053908
2.2623999118805	-6.6693847506803
2.2639999389648	-6.6720096418445
2.2655999660492	-6.6746584807150
2.2671999931335	-6.6773310945184
2.2688000202179	-6.6800259257149
2.2704000473022	-6.6827472971045
2.2720000743866	-6.6854924206170
2.2736001014709	-6.6882629891833
2.2751998901367	-6.6910597980474
2.2767999172211	-6.6938834014702
2.2783999443054	-6.6967337620602
2.2799999713898	-6.6996124417409
2.2815999984741	-6.7025188367272
2.2832000255585	-6.7054541802123
2.2848000526428	-6.7084192864920
2.2864000797272	-6.7114151436547
2.2880001068115	-6.7144412301989
2.2895998954773	-6.7174989457713
2.2911999225616	-6.7205882416034
2.2927999496460	-6.7237106822209
2.2943999767303	-6.7268650960014
2.2960000038147	-6.7300537870297
2.2976000308990	-6.7332757164465
2.2992000579834	-6.7365327529471
2.3008000850677	-6.7398263128579
2.3024001121521	-6.7431539326630
2.3039999008179	-6.7465193857202
2.3055999279022	-6.7499211195676
2.3071999549866	-6.7533619982759
2.3087999820709	-6.7568403401982
2.3104000091553	-6.7603574999929
2.3120000362396	-6.7639133709113
2.3136000633240	-6.7675109065378
2.3152000904083	-6.7711482115322
2.3168001174927	-6.7748259485377
2.3183999061584	-6.7785465151914
2.3199999332428	-6.7823099042691
2.3215999603271	-6.7861151476796
2.3231999874115	-6.7899668880387
2.3248000144958	-6.7938594854355
2.3264000415802	-6.7978001050777
2.3280000686646	-6.8017824523011
2.3296000957489	-6.8058133653629
2.3311998844147	-6.8098910835285
2.3327999114990	-6.8140161400383
2.3343999385834	-6.8181886718354
2.3359999656677	-6.8224088562591
2.3375999927521	-6.8266783557026
2.3392000198364	-6.8309972862853
2.3408000469208	-6.8353671467615
2.3424000740051	-6.8397878930202
2.3440001010895	-6.8442621711981
2.3455998897552	-6.8487845578715
2.3471999168396	-6.8533629001460
2.3487999439240	-6.8579935834195
2.3503999710083	-6.8626778552653
2.3519999980927	-6.8674170332744
2.3536000251770	-6.8722095410571
2.3552000522614	-6.8770597577114
2.3568000793457	-6.8819656401376
2.3584001064301	-6.8869300800907
2.3599998950958	-6.8919498394150
2.3615999221802	-6.8970289980280
2.3631999492645	-6.9021679443948
2.3647999763489	-6.9073642296530
2.3664000034332	-6.9126223871895
2.3680000305176	-6.9179407972434
2.3696000576019	-6.9233190858903
2.3712000846863	-6.9287605806236
2.3728001117706	-6.9342645289379
2.3743999004364	-6.9398317519143
2.3759999275208	-6.9454632129864
2.3775999546051	-6.9511573603017
2.3791999816895	-6.9569179886472
2.3808000087738	-6.9627448100132
2.3824000358582	-6.9686363096954
2.3840000629425	-6.9745947014004
2.3856000900269	-6.9806213192984
2.3872001171112	-6.9867172163412
2.3887999057770	-6.9928805299479
2.3903999328613	-6.9991122986228
2.3919999599457	-7.0054162866014
2.3935999870300	-7.0117891609629
2.3952000141144	-7.0182344770106
2.3968000411987	-7.0247500049470
2.3984000682831	-7.0313392544280
2.4000000953674	-7.0380009990288
2.4015998840332	-7.0447373662487
2.4031999111176	-7.0515476810454
2.4047999382019	-7.0584351215013
2.4063999652863	-7.0653960037092
2.4079999923706	-7.0724327809373
2.4096000194550	-7.0795472569700
2.4112000465393	-7.0867400378800
