#Parameters = {w0=5.05; w1=3.28; w2=0.083; w3=2.835; l0=15.9; l1=8.09; l2=8.59; l3=8.13; ld=25.9075; h=2; k=4.5}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
2.0000000000000	-6.1225971891580
2.0004000000000	-6.1236181615679
2.0008000000000	-6.1246402852139
2.0012000000000	-6.1256635609056
2.0016000000000	-6.1266879894544
2.0020000000000	-6.1277135716733
2.0024000000000	-6.1287404328823
2.0028000000000	-6.1297684477598
2.0032000000000	-6.1307976188226
2.0036000000000	-6.1318279468905
2.0040000000000	-6.1328594327847
2.0044000000000	-6.1338922039762
2.0048000000000	-6.1349261313141
2.0052000000000	-6.1359612190178
2.0056000000000	-6.1369974679152
2.0060000000000	-6.1380348788360
2.0064000000000	-6.1390735813962
2.0068000000000	-6.1401134426262
2.0072000000000	-6.1411544684437
2.0076000000000	-6.1421966596848
2.0080000000000	-6.1432400171878
2.0084000000000	-6.1442846727068
2.0088000000000	-6.1453304894656
2.0092000000000	-6.1463774750748
2.0096000000000	-6.1474256303793
2.0100000000000	-6.1484749562257
2.0104000000000	-6.1495255864999
2.0108000000000	-6.1505773806305
2.0112000000000	-6.1516303479166
2.0116000000000	-6.1526844892114
2.0120000000000	-6.1537398053703
2.0124000000000	-6.1547964324040
2.0128000000000	-6.1558542259580
2.0132000000000	-6.1569131970147
2.0136000000000	-6.1579733464361
2.0140000000000	-6.1590346750859
2.0144000000000	-6.1600973210934
2.0148000000000	-6.1611611363327
2.0152000000000	-6.1622261334646
2.0156000000000	-6.1632923133597
2.0160000000000	-6.1643596768907
2.0164000000000	-6.1654283642977
2.0168000000000	-6.1664982236965
2.0172000000000	-6.1675692694207
2.0176000000000	-6.1686415023498
2.0180000000000	-6.1697149233654
2.0184000000000	-6.1707896748116
2.0188000000000	-6.1718656010580
2.0192000000000	-6.1729427181062
2.0196000000000	-6.1740210268446
2.0200000000000	-6.1751005281635
2.0204000000000	-6.1761813665040
2.0208000000000	-6.1772633825024
2.0212000000000	-6.1783465938228
2.0216000000000	-6.1794310013624
2.0220000000000	-6.1805166060206
2.0224000000000	-6.1816035543282
2.0228000000000	-6.1826916832010
2.0232000000000	-6.1837810119601
2.0236000000000	-6.1848715415119
2.0240000000000	-6.1859632727647
2.0244000000000	-6.1870563543315
2.0248000000000	-6.1881506194210
2.0252000000000	-6.1892460890059
2.0256000000000	-6.1903427640016
2.0260000000000	-6.1914406453255
2.0264000000000	-6.1925398836651
2.0268000000000	-6.1936403085359
2.0272000000000	-6.1947419425560
2.0276000000000	-6.1958447866501
2.0280000000000	-6.1969488417447
2.0284000000000	-6.1980542605944
2.0288000000000	-6.1991608690348
2.0292000000000	-6.2002686913239
2.0296000000000	-6.2013777283957
2.0300000000000	-6.2024879811862
2.0304000000000	-6.2035996045087
2.0308000000000	-6.2047124205332
2.0312000000000	-6.2058264551517
2.0316000000000	-6.2069417093075
2.0320000000000	-6.2080581839460
2.0324000000000	-6.2091760359317
2.0328000000000	-6.2102950837829
2.0332000000000	-6.2114153550197
2.0336000000000	-6.2125368505947
2.0340000000000	-6.2136595714628
2.0344000000000	-6.2147836765318
2.0348000000000	-6.2159089806824
2.0352000000000	-6.2170355130569
2.0356000000000	-6.2181632746173
2.0360000000000	-6.2192922663282
2.0364000000000	-6.2204226491322
2.0368000000000	-6.2215542342875
2.0372000000000	-6.2226870525517
2.0376000000000	-6.2238211048971
2.0380000000000	-6.2249563922973
2.0384000000000	-6.2260930777220
2.0388000000000	-6.2272309688213
2.0392000000000	-6.2283700979625
2.0396000000000	-6.2295104661273
2.0400000000000	-6.2306520742993
2.0404000000000	-6.2317950874664
2.0408000000000	-6.2329393096858
2.0412000000000	-6.2340847749279
2.0416000000000	-6.2352314841842
2.0420000000000	-6.2363794384481
2.0424000000000	-6.2375288047174
2.0428000000000	-6.2386793834717
2.0432000000000	-6.2398312102779
2.0436000000000	-6.2409842861373
2.0440000000000	-6.2421386120534
2.0444000000000	-6.2432943570252
2.0448000000000	-6.2444513179699
2.0452000000000	-6.2456095320446
2.0456000000000	-6.2467690002606
2.0460000000000	-6.2479297236313
2.0464000000000	-6.2490918731483
2.0468000000000	-6.2502552421822
2.0472000000000	-6.2514198694734
2.0476000000000	-6.2525857560435
2.0480000000000	-6.2537529029157
2.0484000000000	-6.2549214830653
2.0488000000000	-6.2560912863324
2.0492000000000	-6.2572623530340
2.0496000000000	-6.2584346842016
2.0500000000000	-6.2596082808688
2.0504000000000	-6.2607833179856
2.0508000000000	-6.2619595818775
2.0512000000000	-6.2631371144313
2.0516000000000	-6.2643159166886
2.0520000000000	-6.2654959896933
2.0524000000000	-6.2666775103610
2.0528000000000	-6.2678602615193
