#Parameters = {h=2; k=4.5; ld=25.9075; w3=2.835; w2=0.083; w1=3.28; w0=5.05; l3=8.25; l2=8.59; l1=8.09; l0=15.9; Mesh Pass=4}
#"Frequency / GHz"	"S2,1 (8) [Magnitude / dB]"
#---------------------------------------------
2.4544000625610	-1.1994654476280
2.4560000896454	-1.1952562955254
2.4576001167297	-1.1910303855479
2.4591999053955	-1.1867877435436
2.4607999324799	-1.1825281741770
2.4623999595642	-1.1782514591574
2.4639999866486	-1.1739596738837
2.4656000137329	-1.1696510556814
2.4672000408173	-1.1653269289468
2.4688000679016	-1.1609873777004
2.4704000949860	-1.1566319335002
2.4719998836517	-1.1522620901434
2.4735999107361	-1.1478772202412
2.4751999378204	-1.1434768823485
2.4767999649048	-1.1390625111718
2.4783999919891	-1.1346341885597
2.4800000190735	-1.1301903145350
2.4816000461578	-1.1257337414043
2.4832000732422	-1.1212636361637
2.4848001003265	-1.1167796919495
2.4863998889923	-1.1122823854569
2.4879999160767	-1.1077729921443
2.4895999431610	-1.1032510513292
2.4911999702454	-1.0987142688254
2.4927999973297	-1.0941666704473
2.4944000244141	-1.0896077801578
2.4960000514984	-1.0850354667858
2.4976000785828	-1.0804531841060
2.4992001056671	-1.0758581061992
2.5007998943329	-1.0712526449515
2.5023999214172	-1.0666363505627
2.5039999485016	-1.0620088967508
2.5055999755859	-1.0573704221383
2.5072000026703	-1.0527228542761
2.5088000297546	-1.0480653235694
2.5104000568390	-1.0433971833501
2.5120000839233	-1.0387198234978
2.5136001110077	-1.0340329076163
2.5151998996735	-1.0293370754344
2.5167999267578	-1.0246324143140
2.5183999538422	-1.0199193381842
2.5199999809265	-1.0151975020231
2.5216000080109	-1.0104682954842
2.5232000350952	-1.0057309351109
2.5248000621796	-1.0009851753246
2.5264000892639	-0.99623151116068
2.5280001163483	-0.99147201654781
2.5295999050140	-0.98670520082380
2.5311999320984	-0.98193105613994
2.5327999591827	-0.97715060900484
2.5343999862671	-0.97236376522892
2.5360000133514	-0.96757090983397
2.5376000404358	-0.96277260215102
2.5392000675201	-0.95796930297469
2.5408000946045	-0.95315982435562
2.5423998832703	-0.94834463573353
2.5439999103546	-0.94352584356045
2.5455999374390	-0.93870160227619
2.5471999645233	-0.93387302547879
2.5487999916077	-0.92903974980386
2.5504000186920	-0.92420370213270
2.5520000457764	-0.91936361220998
2.5536000728607	-0.91451997353574
2.5552000999451	-0.90967309111158
2.5567998886108	-0.90482255630856
2.5583999156952	-0.89997047850186
2.5599999427795	-0.89511496303106
2.5615999698639	-0.89025715409330
2.5631999969482	-0.88539749441647
2.5648000240326	-0.88053575469104
2.5664000511169	-0.87567207837577
2.5680000782013	-0.87080831322697
2.5696001052856	-0.86594238020806
2.5711998939514	-0.86107553848691
2.5727999210358	-0.85620855686902
2.5743999481201	-0.85134102431104
2.5759999752045	-0.84647311771398
2.5776000022888	-0.84160551061890
2.5792000293732	-0.83673723554439
2.5808000564575	-0.83187017211824
2.5824000835419	-0.82700388030486
2.5840001106262	-0.82213789487046
2.5855998992920	-0.81727359062267
2.5871999263763	-0.81241098254067
2.5887999534607	-0.80754918164838
2.5903999805450	-0.80268937933114
2.5920000076294	-0.79783177606749
2.5936000347137	-0.79297703282272
2.5952000617981	-0.78812474125138
2.5968000888824	-0.78327388784308
2.5984001159668	-0.77842684253567
2.5999999046326	-0.77358436018842
2.6015999317169	-0.76874312938513
2.6031999588013	-0.76390614406327
2.6047999858856	-0.75907347032904
2.6064000129700	-0.75424475035925
2.6080000400543	-0.74942059828462
2.6096000671387	-0.74460062073185
2.6112000942230	-0.73978495638732
2.6127998828888	-0.73497483305265
2.6143999099731	-0.73016981813127
2.6159999370575	-0.72536950964307
2.6175999641418	-0.72057568827218
2.6191999912262	-0.71578792745667
2.6208000183105	-0.71100524888506
2.6224000453949	-0.70622891385955
2.6240000724792	-0.70146015587923
2.6256000995636	-0.69669688278438
2.6271998882294	-0.69194101506103
2.6287999153137	-0.68719272718055
2.6303999423981	-0.68245130377957
2.6319999694824	-0.67771769012920
2.6335999965668	-0.67299159580054
2.6352000236511	-0.66827362206093
2.6368000507355	-0.66356316440852
2.6384000778198	-0.65886229324363
2.6400001049042	-0.65416867964207
2.6415998935699	-0.64948423085546
2.6431999206543	-0.64480966408617
2.6447999477386	-0.64014346776877
2.6463999748230	-0.63548692029861
2.6480000019073	-0.63083907542503
2.6496000289917	-0.62620288746253
2.6512000560760	-0.62157574694329
2.6528000831604	-0.61695894486104
2.6544001102448	-0.61235210714165
2.6559998989105	-0.60775708568211
2.6575999259949	-0.60317129332325
2.6591999530792	-0.59859714509360
2.6607999801636	-0.59403428345721
2.6624000072479	-0.58948346533329
2.6640000343323	-0.58494434254524
2.6656000614166	-0.58041546624252
2.6672000885010	-0.57589926972427
2.6688001155853	-0.57139597127448
2.6703999042511	-0.56690469735326
2.6719999313354	-0.56242622207922
2.6735999584198	-0.55796023628239
2.6751999855042	-0.55350699164522
2.6768000125885	-0.54906672767695
2.6784000396729	-0.54464080156068
2.6800000667572	-0.54022727913816
2.6816000938416	-0.53582807155065
2.6831998825073	-0.53144289654416
2.6847999095917	-0.52707149871281
2.6863999366760	-0.52271360288914
2.6879999637604	-0.51837169182184
2.6895999908447	-0.51404388853122
2.6912000179291	-0.50973104020348
2.6928000450134	-0.50543235400128
2.6944000720978	-0.50114924639822
2.6960000991821	-0.49688097203144
2.6975998878479	-0.49263004321231
2.6991999149323	-0.48839241590696
2.7007999420166	-0.48417173514044
2.7023999691010	-0.47996777235821
2.7039999961853	-0.47577933119842
2.7056000232697	-0.47160781954209
2.7072000503540	-0.46745253187751
2.7088000774384	-0.46331389599131
2.7104001045227	-0.45919227595052
2.7119998931885	-0.45508755134791
2.7135999202728	-0.45099958558618
2.7151999473572	-0.44692987951603
2.7167999744415	-0.44287785215692
2.7184000015259	-0.43884327927377
2.7200000286102	-0.43482671984060
2.7216000556946	-0.43082857490633
2.7232000827789	-0.42684824332732
2.7248001098633	-0.42288625595238
2.7263998985291	-0.41894299924331
2.7279999256134	-0.41501802081696
2.7295999526978	-0.41111171941704
2.7311999797821	-0.40722518082387
2.7328000068665	-0.40335791961277
2.7344000339508	-0.39950985469663
2.7360000610352	-0.39568108062380
2.7376000881195	-0.39187205268044
2.7392001152039	-0.38808340409001
2.7407999038696	-0.38431459016905
2.7423999309540	-0.38056526020700
2.7439999580383	-0.37683689463653
2.7455999851227	-0.37312816071532
2.7472000122070	-0.36944062335739
2.7488000392914	-0.36577393378197
2.7504000663757	-0.36212751787697
2.7520000934601	-0.35850275574109
2.7535998821259	-0.35489857367507
2.7551999092102	-0.35131680146935
2.7567999362946	-0.34775535466642
2.7583999633789	-0.34421565678285
2.7599999904633	-0.34069768578742
2.7616000175476	-0.33720237186742
2.7632000446320	-0.33372758529874
2.7648000717163	-0.33027621359202
2.7664000988007	-0.32684729134975
2.7679998874664	-0.32344105364106
2.7695999145508	-0.32005697275841
2.7711999416351	-0.31669425971760
2.7727999687195	-0.31335673401218
2.7743999958038	-0.31004071783296
2.7760000228882	-0.30674794870072
2.7776000499725	-0.30347817115401
2.7792000770569	-0.30023233484649
2.7808001041412	-0.29701051633983
2.7823998928070	-0.29381197122702
2.7839999198914	-0.29063679433448
2.7855999469757	-0.28748570168711
2.7871999740601	-0.28435904678813
2.7888000011444	-0.28125561062447
2.7904000282288	-0.27817717086352
2.7920000553131	-0.27512269915066
2.7936000823975	-0.27209408889833
2.7952001094818	-0.26908937137805
2.7967998981476	-0.26610889723984
2.7983999252319	-0.26315421272155
2.7999999523163	-0.26022328388826
2.8015999794006	-0.25731875217948
2.8032000064850	-0.25443837341189
2.8048000335693	-0.25158432249886
2.8064000606537	-0.24875522195314
2.8080000877380	-0.24595267072083
2.8096001148224	-0.24317529140391
2.8111999034882	-0.24042378972994
2.8127999305725	-0.23769800786922
2.8143999576569	-0.23499838352932
2.8159999847412	-0.23232481992409
2.8176000118256	-0.22967849918579
2.8192000389099	-0.22705685345506
2.8208000659943	-0.22446424214076
2.8224000930786	-0.22189615168785
2.8239998817444	-0.21935517466609
2.8255999088287	-0.21684202959314
2.8271999359131	-0.21435482087789
2.8287999629974	-0.21189587533528
2.8303999900818	-0.20946283291573
2.8320000171661	-0.20705786143756
2.8336000442505	-0.20467954814245
2.8352000713348	-0.20232920805645
2.8368000984192	-0.20000631960077
2.8383998870850	-0.19771145965153
2.8399999141693	-0.19544432300343
2.8415999412537	-0.19320562994017
2.8431999683380	-0.19099365610963
2.8447999954224	-0.18881059727753
2.8464000225067	-0.18665487532959
2.8480000495911	-0.18452930917746
2.8496000766754	-0.18243095068004
2.8512001037598	-0.18036142618743
2.8527998924255	-0.17831974796429
2.8543999195099	-0.17630744865323
2.8559999465942	-0.17432430240126
2.8575999736786	-0.17236950861310
2.8592000007629	-0.17044321720835
2.8608000278473	-0.16854706535797
2.8624000549316	-0.16667965646065
2.8640000820160	-0.16484036498485
2.8656001091003	-0.16303155733881
2.8671998977661	-0.16125180055140
2.8687999248505	-0.15950208005364
2.8703999519348	-0.15778205194239
2.8719999790192	-0.15608994761702
2.8736000061035	-0.15443030055833
2.8752000331879	-0.15279802169696
2.8768000602722	-0.15119702611234
2.8784000873566	-0.14962666737495
2.8800001144409	-0.14808511725748
2.8815999031067	-0.14657395272310
2.8831999301910	-0.14509301420378
2.8847999572754	-0.14364354507049
2.8863999843597	-0.14222327597097
2.8880000114441	-0.14083487262404
2.8896000385284	-0.13947647210833
2.8912000656128	-0.13814854053966
2.8928000926971	-0.13685114945082
2.8943998813629	-0.13558440121899
2.8959999084473	-0.13435026506933
2.8975999355316	-0.13314549910282
2.8991999626160	-0.13197135712678
2.9007999897003	-0.13083058117930
2.9024000167847	-0.12971963232914
2.9040000438690	-0.12863979532498
2.9056000709534	-0.12759164710193
2.9072000980377	-0.12657500474363
2.9087998867035	-0.12559009266466
2.9103999137878	-0.12463715511852
2.9119999408722	-0.12371423043624
2.9135999679565	-0.12282382926740
2.9151999950409	-0.12196616930517
2.9168000221252	-0.12113941878104
2.9184000492096	-0.12034530169202
2.9200000762939	-0.11958227682495
2.9216001033783	-0.11885291626317
2.9231998920441	-0.11815435364381
2.9247999191284	-0.11748800698297
2.9263999462128	-0.11685569088058
2.9279999732971	-0.11625420010490
2.9296000003815	-0.11568570910745
2.9312000274658	-0.11514878148061
2.9328000545502	-0.11464520993654
2.9344000816345	-0.11417401259214
2.9360001087189	-0.11373639211711
2.9375998973846	-0.11333070635588
2.9391999244690	-0.11295731302593
2.9407999515533	-0.11261770915343
2.9423999786377	-0.11230984613328
2.9440000057220	-0.11203723157294
2.9456000328064	-0.11179525020538
2.9472000598907	-0.11158813365842
2.9488000869751	-0.11141333810766
2.9504001140594	-0.11127247623041
2.9519999027252	-0.11116321623613
2.9535999298096	-0.11108865979849
2.9551999568939	-0.11104784921688
2.9567999839783	-0.11104034447733
2.9584000110626	-0.11106629257570
2.9600000381470	-0.11112557258339
2.9616000652313	-0.11121876151087
2.9632000923157	-0.11134456774100
2.9647998809814	-0.11150584965820
2.9663999080658	-0.11169983588630
2.9679999351501	-0.11192817487304
2.9695999622345	-0.11219105543852
2.9711999893188	-0.11248602057315
2.9728000164032	-0.11281730837025
2.9744000434875	-0.11318022285617
2.9760000705719	-0.11357974566782
2.9776000976562	-0.11401183073152
2.9791998863220	-0.11447833449148
2.9807999134064	-0.11497991858229
2.9823999404907	-0.11551484734298
2.9839999675751	-0.11608578573858
2.9855999946594	-0.11668927818877
2.9872000217438	-0.11732784430384
2.9888000488281	-0.11800136691846
2.9904000759125	-0.11870917635343
2.9920001029968	-0.11945118444384
2.9935998916626	-0.12022918468707
2.9951999187469	-0.12104191318824
2.9967999458313	-0.12188754827849
2.9983999729156	-0.12276956174691
3.0000000000000	-0.12368588470502
3.0016000270844	-0.12463664262276
3.0032000541687	-0.12562339005421
3.0048000812531	-0.12664425902982
3.0064001083374	-0.12770116506823
3.0079998970032	-0.12879174515300
3.0095999240875	-0.12991881474025
3.0111999511719	-0.13107998412154
3.0127999782562	-0.13227751633254
3.0144000053406	-0.13350982604045
3.0160000324249	-0.13477741604818
3.0176000595093	-0.13607934953170
3.0192000865936	-0.13741812786541
3.0208001136780	-0.13879101625224
3.0223999023438	-0.14020098714866
3.0239999294281	-0.14164576575756
3.0255999565125	-0.14312639729163
3.0271999835968	-0.14464189203981
3.0288000106812	-0.14619334621782
3.0304000377655	-0.14778087871542
3.0320000648499	-0.14940262224064
3.0336000919342	-0.15106174066021
3.0352001190186	-0.15275563093762
3.0367999076843	-0.15448619248149
3.0383999347687	-0.15625195782896
3.0399999618530	-0.15805375519397
3.0415999889374	-0.15989224266719
3.0432000160217	-0.16176628690599
3.0448000431061	-0.16367546093729
3.0464000701904	-0.16562135658403
3.0480000972748	-0.16760361526402
3.0495998859406	-0.16962204815784
3.0511999130249	-0.17167597856959
3.0527999401093	-0.17376636142005
3.0543999671936	-0.17589346346942
3.0559999942780	-0.17805678699068
3.0576000213623	-0.18025507665645
3.0592000484467	-0.18249135492805
3.0608000755310	-0.18476308102505
3.0624001026154	-0.18707116548719
3.0639998912811	-0.18941646666988
3.0655999183655	-0.19179768366856
3.0671999454498	-0.19421522076110
3.0687999725342	-0.19666974155779
3.0703999996185	-0.19916030355169
3.0720000267029	-0.20168798410523
3.0736000537872	-0.20425136782110
3.0752000808716	-0.20685246648968
3.0768001079559	-0.20948904986581
3.0783998966217	-0.21216388922637
3.0799999237061	-0.21487367809644
3.0815999507904	-0.21762192329480
3.0831999778748	-0.22040567067087
3.0848000049591	-0.22322720011431
3.0864000320435	-0.22608460179723
3.0880000591278	-0.22898022733600
3.0896000862122	-0.23191222349382
3.0912001132965	-0.23487974799329
3.0927999019623	-0.23788607603592
3.0943999290466	-0.24092904038316
3.0959999561310	-0.24400816962262
3.0975999832153	-0.24712468645264
3.0992000102997	-0.25027912804008
3.1008000373840	-0.25347010529594
3.1024000644684	-0.25669818418899
3.1040000915527	-0.25996376550370
3.1056001186371	-0.26326606383549
3.1071999073029	-0.26660565717595
3.1087999343872	-0.26998236385376
3.1103999614716	-0.27339668201049
3.1119999885559	-0.27684814643596
3.1136000156403	-0.28033718706786
3.1152000427246	-0.28386281462787
3.1168000698090	-0.28742654067133
3.1184000968933	-0.29102742123050
3.1199998855591	-0.29466555092389
3.1215999126434	-0.29834150898962
3.1231999397278	-0.30205540323947
3.1247999668121	-0.30580521434102
3.1263999938965	-0.30959376545096
3.1280000209808	-0.31341960822021
3.1296000480652	-0.31728238365849
3.1312000751495	-0.32118342115890
3.1328001022339	-0.32512236227090
3.1343998908997	-0.32909827639808
3.1359999179840	-0.33311210931179
3.1375999450684	-0.33716362040397
3.1391999721527	-0.34125236072536
3.1407999992371	-0.34538005958260
3.1424000263214	-0.34954452876405
3.1440000534058	-0.35374745924063
3.1456000804901	-0.35798707985688
3.1472001075745	-0.36226578298824
3.1487998962402	-0.36658018903322
3.1503999233246	-0.37093487506639
3.1519999504089	-0.37532615119177
3.1535999774933	-0.37975552939528
3.1552000045776	-0.38422394795922
3.1568000316620	-0.38872852148616
3.1584000587463	-0.39327155364387
3.1600000858307	-0.39785283921598
3.1616001129150	-0.40247158194585
3.1631999015808	-0.40712943866646
3.1647999286652	-0.41182515122758
3.1663999557495	-0.41655793138442
3.1679999828339	-0.42132904322773
3.1696000099182	-0.42613937534747
3.1712000370026	-0.43098634119520
3.1728000640869	-0.43587228928986
3.1744000911713	-0.44079646031010
3.1760001182556	-0.44575816116562
3.1775999069214	-0.45075812376454
3.1791999340057	-0.45579788538209
3.1807999610901	-0.46087427108127
3.1823999881744	-0.46598887630846
3.1840000152588	-0.47114231564991
3.1856000423431	-0.47633441024945
3.1872000694275	-0.48156382419812
3.1888000965118	-0.48683247154120
3.1903998851776	-0.49213868761818
3.1919999122620	-0.49748382781969
3.1935999393463	-0.50286663993733
3.1951999664307	-0.50828821093395
3.1967999935150	-0.51374887428747
3.1984000205994	-0.51924686424602
3.2000000476837	-0.52478382384412
3.2016000747681	-0.53035914953357
3.2032001018524	-0.53597319297343
3.2047998905182	-0.54162448780817
3.2063999176025	-0.54731632600162
3.2079999446869	-0.55304525004793
3.2095999717712	-0.55881243763876
3.2111999988556	-0.56461987381194
3.2128000259399	-0.57046445876990
3.2144000530243	-0.57634862894167
3.2160000801086	-0.58227109087039
3.2176001071930	-0.58823040551731
3.2191998958588	-0.59423055759520
3.2207999229431	-0.60026902983181
3.2223999500275	-0.60634621580749
3.2239999771118	-0.61246224409565
3.2256000041962	-0.61861579371483
3.2272000312805	-0.62480861547508
3.2288000583649	-0.63104088734143
3.2304000854492	-0.63731024019955
3.2320001125336	-0.64362030745811
3.2335999011993	-0.64996783867524
3.2351999282837	-0.65635519910668
3.2367999553680	-0.66278077254542
3.2383999824524	-0.66924422298217
3.2400000095367	-0.67574860416708
3.2416000366211	-0.68229090141999
3.2432000637054	-0.68887117710263
3.2448000907898	-0.69549046206774
3.2464001178741	-0.70214990916466
3.2479999065399	-0.70884696033610
3.2495999336243	-0.71558400388880
3.2511999607086	-0.72235996259997
3.2527999877930	-0.72917481529658
3.2544000148773	-0.73602739799230
3.2560000419617	-0.74292040480169
3.2576000690460	-0.74985214226448
3.2592000961304	-0.75682293993316
3.2607998847961	-0.76383161861010
3.2623999118805	-0.77088064981801
3.2639999389648	-0.77796720296080
3.2655999660492	-0.78509476663143
3.2671999931335	-0.79225967761948
3.2688000202179	-0.79946577351239
3.2704000473022	-0.80670914067977
3.2720000743866	-0.81399192226028
3.2736001014709	-0.82131481756857
3.2751998901367	-0.82867475004108
3.2767999172211	-0.83607523579242
