#Parameters = {w0=5.05; w1=3.28; w2=0.083; w3=2.835; l0=15.9; l1=8.09; l2=8.59; l3=8.13; ld=25.9075; h=2; k=4.5}
#"Frequency / GHz"	"S1,2 [Magnitude / dB]"
#-----------------------------------------
2.1736000000000	-1.9967936550923
2.1740000000000	-1.9964695715581
2.1744000000000	-1.9961446663509
2.1748000000000	-1.9958191073318
2.1752000000000	-1.9954928575137
2.1756000000000	-1.9951659166511
2.1760000000000	-1.9948382844992
2.1764000000000	-1.9945098293003
2.1768000000000	-1.9941807193130
2.1772000000000	-1.9938509173446
2.1776000000000	-1.9935204231533
2.1780000000000	-1.9931892364975
2.1784000000000	-1.9928572254466
2.1788000000000	-1.9925245586434
2.1792000000000	-1.9921911986953
2.1796000000000	-1.9918571453636
2.1800000000000	-1.9915223984105
2.1804000000000	-1.9911868257403
2.1808000000000	-1.9908505963668
2.1812000000000	-1.9905136727027
2.1816000000000	-1.9901760545128
2.1820000000000	-1.9898377415628
2.1824000000000	-1.9894986015999
2.1828000000000	-1.9891588039958
2.1832000000000	-1.9888183109738
2.1836000000000	-1.9884771223024
2.1840000000000	-1.9881352377507
2.1844000000000	-1.9877925249169
2.1848000000000	-1.9874491535172
2.1852000000000	-1.9871050855910
2.1856000000000	-1.9867603209105
2.1860000000000	-1.9864148592481
2.1864000000000	-1.9860685680612
2.1868000000000	-1.9857216173973
2.1872000000000	-1.9853739691172
2.1876000000000	-1.9850256229966
2.1880000000000	-1.9846765788117
2.1884000000000	-1.9843267038867
2.1888000000000	-1.9839761685873
2.1892000000000	-1.9836249346011
2.1896000000000	-1.9832730017074
2.1900000000000	-1.9829203696861
2.1904000000000	-1.9825669057364
2.1908000000000	-1.9822127805287
2.1912000000000	-1.9818579555830
2.1916000000000	-1.9815024306821
2.1920000000000	-1.9811462056098
2.1924000000000	-1.9807891474480
2.1928000000000	-1.9804314271589
2.1932000000000	-1.9800730061000
2.1936000000000	-1.9797138840579
2.1940000000000	-1.9793540608200
2.1944000000000	-1.9789934033592
2.1948000000000	-1.9786320829163
2.1952000000000	-1.9782700606914
2.1956000000000	-1.9779073364751
2.1960000000000	-1.9775439100585
2.1964000000000	-1.9771796483135
2.1968000000000	-1.9768147227460
2.1972000000000	-1.9764490944044
2.1976000000000	-1.9760827630831
2.1980000000000	-1.9757157285772
2.1984000000000	-1.9753478576653
2.1988000000000	-1.9749793221053
2.1992000000000	-1.9746100827994
2.1996000000000	-1.9742401395457
2.2000000000000	-1.9738694921433
2.2004000000000	-1.9734980072857
2.2008000000000	-1.9731258569694
2.2012000000000	-1.9727530019556
2.2016000000000	-1.9723794420466
2.2020000000000	-1.9720051770452
2.2024000000000	-1.9716300735678
2.2028000000000	-1.9712543038365
2.2032000000000	-1.9708778284769
2.2036000000000	-1.9705006472951
2.2040000000000	-1.9701227600980
2.2044000000000	-1.9697440334329
2.2048000000000	-1.9693646397341
2.2052000000000	-1.9689845394970
2.2056000000000	-1.9686037325316
2.2060000000000	-1.9682222186490
2.2064000000000	-1.9678398643353
2.2068000000000	-1.9674568422239
2.2072000000000	-1.9670731126852
2.2076000000000	-1.9666886755334
2.2080000000000	-1.9663035305836
2.2084000000000	-1.9659175442687
2.2088000000000	-1.9655308894081
2.2092000000000	-1.9651435262525
2.2096000000000	-1.9647554546202
2.2100000000000	-1.9643666743306
2.2104000000000	-1.9639770517714
2.2108000000000	-1.9635867599345
2.2112000000000	-1.9631957589565
2.2116000000000	-1.9628040486600
2.2120000000000	-1.9624116288683
2.2124000000000	-1.9620183659321
2.2128000000000	-1.9616244330027
2.2132000000000	-1.9612297901080
2.2136000000000	-1.9608344370746
2.2140000000000	-1.9604383737300
2.2144000000000	-1.9600414663959
2.2148000000000	-1.9596438883698
2.2152000000000	-1.9592455995759
2.2156000000000	-1.9588465998454
2.2160000000000	-1.9584468890098
2.2164000000000	-1.9580463333698
2.2168000000000	-1.9576451063557
2.2172000000000	-1.9572431677939
2.2176000000000	-1.9568405175195
2.2180000000000	-1.9564371553686
2.2184000000000	-1.9560329476285
2.2188000000000	-1.9556280678496
2.2192000000000	-1.9552224757653
2.2196000000000	-1.9548161712151
2.2200000000000	-1.9544091540395
2.2204000000000	-1.9540012905205
2.2208000000000	-1.9535927543153
2.2212000000000	-1.9531835050697
2.2216000000000	-1.9527735426277
2.2220000000000	-1.9523628668341
2.2224000000000	-1.9519513439737
2.2228000000000	-1.9515391477972
2.2232000000000	-1.9511262378684
2.2236000000000	-1.9507126140356
2.2240000000000	-1.9502982761481
2.2244000000000	-1.9498830905013
2.2248000000000	-1.9494672309266
2.2252000000000	-1.9490506569106
2.2256000000000	-1.9486333683063
2.2260000000000	-1.9482153649674
2.2264000000000	-1.9477965132079
2.2268000000000	-1.9473769869268
2.2272000000000	-1.9469567455389
2.2276000000000	-1.9465357889019
2.2280000000000	-1.9461141168739
2.2284000000000	-1.9456915957955
2.2288000000000	-1.9452683996199
2.2292000000000	-1.9448444876959
2.2296000000000	-1.9444198598854
2.2300000000000	-1.9439945160514
2.2304000000000	-1.9435683225689
2.2308000000000	-1.9431414534324
2.2312000000000	-1.9427138679295
2.2316000000000	-1.9422855659269
2.2320000000000	-1.9418565472921
2.2324000000000	-1.9414266784425
2.2328000000000	-1.9409961334011
2.2332000000000	-1.9405648713994
2.2336000000000	-1.9401328923090
2.2340000000000	-1.9397001960020
2.2344000000000	-1.9392666489460
2.2348000000000	-1.9388324251793
2.2352000000000	-1.9383974838831
2.2356000000000	-1.9379618249334
2.2360000000000	-1.9375254482072
2.2364000000000	-1.9370882202302
2.2368000000000	-1.9366503150431
2.2372000000000	-1.9362116917816
2.2376000000000	-1.9357723503268
2.2380000000000	-1.9353322905601
2.2384000000000	-1.9348913790735
2.2388000000000	-1.9344497898970
2.2392000000000	-1.9340074821262
2.2396000000000	-1.9335644556469
2.2400000000000	-1.9331207103456
2.2404000000000	-1.9326761128879
2.2408000000000	-1.9322308372805
2.2412000000000	-1.9317848425840
2.2416000000000	-1.9313381286890
2.2420000000000	-1.9308906954869
2.2424000000000	-1.9304424097252
2.2428000000000	-1.9299934453739
2.2432000000000	-1.9295437614642
2.2436000000000	-1.9290933578914
2.2440000000000	-1.9286422345521
2.2444000000000	-1.9281902582829
2.2448000000000	-1.9277376030050
2.2452000000000	-1.9272842277247
2.2456000000000	-1.9268301323426
2.2460000000000	-1.9263753167599
2.2464000000000	-1.9259196479109
2.2468000000000	-1.9254632996546
2.2472000000000	-1.9250062309780
2.2476000000000	-1.9245484417865
2.2480000000000	-1.9240899319865
2.2484000000000	-1.9236305686175
2.2488000000000	-1.9231705254635
2.2492000000000	-1.9227097614973
2.2496000000000	-1.9222482766294
2.2500000000000	-1.9217860707714
2.2504000000000	-1.9213230110755
2.2508000000000	-1.9208592712382
2.2512000000000	-1.9203948102232
2.2516000000000	-1.9199296279462
2.2520000000000	-1.9194637243237
2.2524000000000	-1.9189969666288
2.2528000000000	-1.9185295284577
2.2532000000000	-1.9180613687699
2.2536000000000	-1.9175924874864
2.2540000000000	-1.9171228845289
2.2544000000000	-1.9166524272988
2.2548000000000	-1.9161812892794
2.2552000000000	-1.9157094294313
2.2556000000000	-1.9152368476807
2.2560000000000	-1.9147635439545
2.2564000000000	-1.9142893857903
2.2568000000000	-1.9138145465458
2.2572000000000	-1.9133389851877
2.2576000000000	-1.9128627016474
2.2580000000000	-1.9123856958572
2.2584000000000	-1.9119078354985
2.2588000000000	-1.9114292937908
2.2592000000000	-1.9109500297120
2.2596000000000	-1.9104700431987
2.2600000000000	-1.9099893341888
2.2604000000000	-1.9095077705150
2.2608000000000	-1.9090255252461
2.2612000000000	-1.9085425573762
2.2616000000000	-1.9080588668474
2.2620000000000	-1.9075744536028
2.2624000000000	-1.9070891856344
2.2628000000000	-1.9066032358477
2.2632000000000	-1.9061165632581
2.2636000000000	-1.9056291678130
2.2640000000000	-1.9051410494610
2.2644000000000	-1.9046520763610
2.2648000000000	-1.9041624212426
2.2652000000000	-1.9036720431474
2.2656000000000	-1.9031809420285
2.2660000000000	-1.9026891178398
2.2664000000000	-1.9021964389147
2.2668000000000	-1.9017030777947
2.2672000000000	-1.9012089935525
2.2676000000000	-1.9007141861467
2.2680000000000	-1.9002186555369
2.2684000000000	-1.8997222702385
2.2688000000000	-1.8992252025921
2.2692000000000	-1.8987274117070
2.2696000000000	-1.8982288975472
2.2700000000000	-1.8977296600779
2.2704000000000	-1.8972295680040
2.2708000000000	-1.8967287934535
2.2712000000000	-1.8962272955764
2.2716000000000	-1.8957250743425
2.2720000000000	-1.8952221297228
2.2724000000000	-1.8947183306191
2.2728000000000	-1.8942138489343
2.2732000000000	-1.8937086438644
2.2736000000000	-1.8932027153850
2.2740000000000	-1.8926960634725
2.2744000000000	-1.8921885572337
2.2748000000000	-1.8916803683338
2.2752000000000	-1.8911714560199
2.2756000000000	-1.8906618202732
2.2760000000000	-1.8901514610760
2.2764000000000	-1.8896402477470
2.2768000000000	-1.8891283517020
2.2772000000000	-1.8886157322436
2.2776000000000	-1.8881023893590
2.2780000000000	-1.8875883230364
2.2784000000000	-1.8870734028138
2.2788000000000	-1.8865577998455
2.2792000000000	-1.8860414734946
2.2796000000000	-1.8855244237541
2.2800000000000	-1.8850066506180
2.2804000000000	-1.8844880238516
2.2808000000000	-1.8839687143351
2.2812000000000	-1.8834486814971
2.2816000000000	-1.8829279253365
2.2820000000000	-1.8824064458533
2.2824000000000	-1.8818841130470
2.2828000000000	-1.8813610975121
2.2832000000000	-1.8808373587474
2.2836000000000	-1.8803128967578
2.2840000000000	-1.8797877115491
2.2844000000000	-1.8792616733627
2.2848000000000	-1.8787349524953
2.2852000000000	-1.8782075085207
2.2856000000000	-1.8776793414495
2.2860000000000	-1.8771504512939
2.2864000000000	-1.8766207085443
2.2868000000000	-1.8760902831877
2.2872000000000	-1.8755591348774
2.2876000000000	-1.8750272636303
2.2880000000000	-1.8744946694647
2.2884000000000	-1.8739612231271
2.2888000000000	-1.8734270942832
2.2892000000000	-1.8728922426707
2.2896000000000	-1.8723566683127
2.2900000000000	-1.8718203712333
2.2904000000000	-1.8712832224429
2.2908000000000	-1.8707453912740
2.2912000000000	-1.8702068375532
2.2916000000000	-1.8696675613096
2.2920000000000	-1.8691275625739
2.2924000000000	-1.8685867126272
2.2928000000000	-1.8680451804570
2.2932000000000	-1.8675029259834
2.2936000000000	-1.8669599492421
2.2940000000000	-1.8664162502697
2.2944000000000	-1.8658717006257
2.2948000000000	-1.8653264689407
2.2952000000000	-1.8647805152334
2.2956000000000	-1.8642338395454
2.2960000000000	-1.8636864419199
2.2964000000000	-1.8631381942016
2.2968000000000	-1.8625892646529
2.2972000000000	-1.8620396133951
2.2976000000000	-1.8614892404766
2.2980000000000	-1.8609381459467
2.2984000000000	-1.8603862019425
2.2988000000000	-1.8598335763466
2.2992000000000	-1.8592802293880
2.2996000000000	-1.8587261611212
2.3000000000000	-1.8581713716020
2.3004000000000	-1.8576157332672
2.3008000000000	-1.8570594136081
2.3012000000000	-1.8565023729655
2.3016000000000	-1.8559446114004
2.3020000000000	-1.8553861289753
2.3024000000000	-1.8548267984333
2.3028000000000	-1.8542667868633
2.3032000000000	-1.8537060547223
2.3036000000000	-1.8531446020782
2.3040000000000	-1.8525824289997
2.3044000000000	-1.8520194085437
2.3048000000000	-1.8514557073850
2.3052000000000	-1.8508912861017
2.3056000000000	-1.8503261447681
2.3060000000000	-1.8497602834596
2.3064000000000	-1.8491935755538
2.3068000000000	-1.8486261873001
2.3072000000000	-1.8480580794021
2.3076000000000	-1.8474892519407
2.3080000000000	-1.8469197049980
2.3084000000000	-1.8463493122789
2.3088000000000	-1.8457782395969
2.3092000000000	-1.8452064477849
2.3096000000000	-1.8446339369307
2.3100000000000	-1.8440607071230
2.3104000000000	-1.8434866324014
2.3108000000000	-1.8429118781317
2.3112000000000	-1.8423364052810
2.3116000000000	-1.8417602139437
2.3120000000000	-1.8411833042156
2.3124000000000	-1.8406055504775
2.3128000000000	-1.8400271176365
2.3132000000000	-1.8394479667983
2.3136000000000	-1.8388680980642
2.3140000000000	-1.8382875115367
2.3144000000000	-1.8377060819447
2.3148000000000	-1.8371239737261
2.3152000000000	-1.8365411481291
2.3156000000000	-1.8359576052620
2.3160000000000	-1.8353733452341
2.3164000000000	-1.8347882431293
2.3168000000000	-1.8342024629052
2.3172000000000	-1.8336159659570
2.3176000000000	-1.8330287523998
2.3180000000000	-1.8324408223501
2.3184000000000	-1.8318520512533
2.3188000000000	-1.8312626025759
2.3192000000000	-1.8306724378644
2.3196000000000	-1.8300815572408
2.3200000000000	-1.8294899608285
